created_at,entry_id,field1,field2,latitude,longitude,elevation,status
2019-11-17 22:02:56 IST,39,84.90,93.80,,,,
2019-11-17 22:03:17 IST,40,84.10,92.70,,,,
2019-11-17 22:03:36 IST,41,79.80,87.90,,,,
2019-11-17 22:03:54 IST,42,78.20,86.60,,,,
2019-11-17 22:04:13 IST,43,77.70,86.40,,,,
2019-11-17 22:04:32 IST,44,77.20,85.70,,,,
2019-11-17 22:04:50 IST,45,79.90,88.90,,,,
2019-11-17 22:05:09 IST,46,80.70,89.90,,,,
2019-11-17 22:05:27 IST,47,79.80,88.40,,,,
2019-11-17 22:05:45 IST,48,77.40,85.20,,,,
2019-11-17 22:06:03 IST,49,78.20,86.70,,,,
2019-11-17 22:06:22 IST,50,78.20,86.90,,,,
2019-11-17 22:06:40 IST,51,81.60,90.80,,,,
2019-11-17 22:06:58 IST,52,68.30,75.80,,,,
2019-11-17 22:07:17 IST,53,70.70,78.00,,,,
2019-11-17 22:07:35 IST,54,71.60,79.40,,,,
2019-11-17 22:07:54 IST,55,74.20,82.50,,,,
2019-11-17 22:08:13 IST,56,72.90,81.20,,,,
2019-11-17 22:08:31 IST,57,74.80,83.60,,,,
2019-11-17 22:08:49 IST,58,73.00,80.80,,,,
2019-11-17 22:09:08 IST,59,69.10,76.00,,,,
2019-11-17 22:09:26 IST,60,73.60,81.20,,,,
2019-11-17 22:09:44 IST,61,75.00,83.20,,,,
2019-11-17 22:10:03 IST,62,75.30,83.90,,,,
2019-11-17 22:10:21 IST,63,74.80,82.90,,,,
2019-11-17 22:10:39 IST,64,75.10,83.10,,,,
2019-11-17 22:10:57 IST,65,76.60,84.90,,,,
2019-11-17 22:11:15 IST,66,74.20,82.00,,,,
2019-11-17 22:11:35 IST,67,72.90,81.00,,,,
2019-11-17 22:11:53 IST,68,73.50,81.50,,,,
2019-11-17 22:12:12 IST,69,72.30,80.10,,,,
2019-11-17 22:12:30 IST,70,74.00,82.40,,,,
2019-11-17 22:12:49 IST,71,76.30,84.50,,,,
2019-11-17 22:13:07 IST,72,77.70,86.00,,,,
2019-11-17 22:13:25 IST,73,75.80,83.50,,,,
2019-11-17 22:13:43 IST,74,74.40,82.00,,,,
2019-11-17 22:14:02 IST,75,73.70,81.70,,,,
2019-11-17 22:14:20 IST,76,73.10,80.80,,,,
2019-11-17 22:14:39 IST,77,73.90,81.80,,,,
2019-11-17 22:14:57 IST,78,74.40,82.80,,,,
2019-11-17 22:15:15 IST,79,75.10,83.40,,,,
2019-11-17 22:15:34 IST,80,77.50,85.30,,,,
2019-11-17 22:15:52 IST,81,75.50,83.50,,,,
2019-11-17 22:16:10 IST,82,75.80,84.00,,,,
2019-11-17 22:16:29 IST,83,77.40,85.70,,,,
2019-11-17 22:16:47 IST,84,76.60,84.90,,,,
2019-11-17 22:17:05 IST,85,76.30,84.90,,,,
2019-11-17 22:17:24 IST,86,76.10,84.60,,,,
2019-11-17 22:17:42 IST,87,72.30,80.00,,,,
2019-11-17 22:18:01 IST,88,73.90,81.60,,,,
2019-11-17 22:18:19 IST,89,74.60,82.60,,,,
2019-11-17 22:18:38 IST,90,72.00,79.50,,,,
2019-11-17 22:18:59 IST,91,72.40,80.30,,,,
2019-11-17 22:19:17 IST,92,76.00,84.90,,,,
2019-11-17 22:19:36 IST,93,76.00,84.20,,,,
2019-11-17 22:19:54 IST,94,75.10,82.70,,,,
2019-11-17 22:20:12 IST,95,77.30,85.30,,,,
2019-11-17 22:20:31 IST,96,77.60,85.90,,,,
2019-11-17 22:20:53 IST,97,72.20,80.10,,,,
2019-11-17 22:21:14 IST,98,75.00,83.60,,,,
2019-11-17 22:21:33 IST,99,77.60,86.70,,,,
2019-11-17 22:21:51 IST,100,77.90,86.50,,,,
2019-11-17 22:22:09 IST,101,79.00,87.10,,,,
2019-11-17 22:22:27 IST,102,77.60,85.80,,,,
2019-11-17 22:22:46 IST,103,76.30,84.60,,,,
2019-11-17 22:23:04 IST,104,72.90,81.00,,,,
2019-11-17 22:23:23 IST,105,74.00,81.80,,,,
2019-11-17 22:23:42 IST,106,76.10,83.60,,,,
2019-11-17 22:24:00 IST,107,75.70,83.50,,,,
2019-11-17 22:24:19 IST,108,76.20,84.20,,,,
2019-11-17 22:24:37 IST,109,77.40,85.60,,,,
2019-11-17 22:24:55 IST,110,78.40,86.20,,,,
2019-11-17 22:25:14 IST,111,77.50,85.20,,,,
2019-11-17 22:25:32 IST,112,77.60,86.40,,,,
2019-11-17 22:25:51 IST,113,76.50,84.50,,,,
2019-11-17 22:26:09 IST,114,76.90,84.30,,,,
2019-11-17 22:26:27 IST,115,75.90,83.50,,,,
2019-11-17 22:26:48 IST,116,78.20,86.00,,,,
2019-11-17 22:27:06 IST,117,79.30,87.70,,,,
2019-11-17 22:27:24 IST,118,75.90,83.90,,,,
2019-11-17 22:27:43 IST,119,77.00,85.20,,,,
2019-11-17 22:28:02 IST,120,75.00,82.90,,,,
2019-11-17 22:28:20 IST,121,75.30,83.20,,,,
2019-11-17 22:28:39 IST,122,76.30,84.40,,,,
2019-11-17 22:28:58 IST,123,76.40,84.70,,,,
2019-11-17 22:29:17 IST,124,76.20,84.20,,,,
2019-11-17 22:29:35 IST,125,77.70,86.00,,,,
2019-11-17 22:29:53 IST,126,76.80,84.50,,,,
2019-11-17 22:30:12 IST,127,76.10,84.00,,,,
2019-11-17 22:30:30 IST,128,75.10,82.80,,,,
2019-11-17 22:30:48 IST,129,78.80,86.80,,,,
2019-11-17 22:31:06 IST,130,80.30,88.60,,,,
2019-11-17 22:31:25 IST,131,77.00,85.30,,,,
2019-11-17 22:31:43 IST,132,75.10,83.60,,,,
2019-11-17 22:32:01 IST,133,76.30,84.40,,,,
2019-11-17 22:32:20 IST,134,76.00,84.50,,,,
2019-11-17 22:32:39 IST,135,76.80,85.00,,,,
2019-11-17 22:32:57 IST,136,75.80,83.60,,,,
2019-11-17 22:33:16 IST,137,75.90,83.50,,,,
2019-11-17 22:33:34 IST,138,77.70,85.70,,,,
2019-11-17 22:33:53 IST,139,75.70,83.40,,,,
2019-11-17 22:34:11 IST,140,76.90,84.50,,,,
2019-11-17 22:34:29 IST,141,76.10,84.50,,,,
2019-11-17 22:34:47 IST,142,76.40,84.80,,,,
2019-11-17 22:35:06 IST,143,76.10,84.00,,,,
2019-11-17 22:35:24 IST,144,77.20,85.30,,,,
2019-11-17 22:35:42 IST,145,75.60,83.30,,,,
2019-11-17 22:36:01 IST,146,73.70,81.30,,,,
2019-11-17 22:36:19 IST,147,75.70,83.50,,,,
2019-11-17 22:36:40 IST,148,75.20,83.30,,,,
2019-11-17 22:36:58 IST,149,75.90,84.00,,,,
2019-11-17 22:37:17 IST,150,78.30,86.50,,,,
2019-11-17 22:37:35 IST,151,77.30,85.10,,,,
2019-11-17 22:37:53 IST,152,79.30,87.30,,,,
2019-11-17 22:38:12 IST,153,77.40,85.30,,,,
2019-11-17 22:38:30 IST,154,78.30,86.40,,,,
2019-11-17 22:38:49 IST,155,76.90,85.10,,,,
2019-11-17 22:39:14 IST,156,75.70,83.70,,,,
2019-11-17 22:39:33 IST,157,75.60,84.40,,,,
2019-11-17 22:39:51 IST,158,76.60,84.70,,,,
2019-11-17 22:40:10 IST,159,75.90,83.90,,,,
2019-11-17 22:40:28 IST,160,75.80,84.00,,,,
2019-11-17 22:40:47 IST,161,74.90,83.00,,,,
2019-11-17 22:41:05 IST,162,76.20,84.20,,,,
2019-11-17 22:41:23 IST,163,79.00,87.60,,,,
2019-11-17 22:41:42 IST,164,75.10,82.70,,,,
2019-11-17 22:42:00 IST,165,73.60,81.30,,,,
2019-11-17 22:42:48 IST,166,79.20,87.90,,,,
2019-11-17 22:43:07 IST,167,75.60,83.50,,,,
2019-11-17 22:43:25 IST,168,76.60,85.20,,,,
2019-11-17 22:43:44 IST,169,77.10,85.20,,,,
2019-11-17 22:44:02 IST,170,75.60,83.70,,,,
2019-11-17 22:44:21 IST,171,74.30,82.30,,,,
2019-11-17 22:44:39 IST,172,76.10,83.70,,,,
2019-11-17 22:44:57 IST,173,75.40,83.10,,,,
2019-11-17 22:45:16 IST,174,77.70,85.90,,,,
2019-11-17 22:45:34 IST,175,78.30,86.70,,,,
2019-11-17 22:45:52 IST,176,74.40,82.30,,,,
2019-11-17 22:46:11 IST,177,72.50,79.70,,,,
2019-11-17 22:46:30 IST,178,73.10,80.30,,,,
2019-11-17 22:46:48 IST,179,73.60,81.40,,,,
2019-11-17 22:47:06 IST,180,77.10,85.90,,,,
2019-11-17 22:47:25 IST,181,78.00,86.60,,,,
2019-11-17 22:47:43 IST,182,78.30,86.50,,,,
2019-11-17 22:48:02 IST,183,75.00,82.70,,,,
2019-11-17 22:48:20 IST,184,76.80,84.50,,,,
2019-11-17 22:48:41 IST,185,76.10,84.30,,,,
2019-11-17 22:48:59 IST,186,77.20,85.30,,,,
2019-11-17 22:49:18 IST,187,76.60,84.80,,,,
2019-11-17 22:49:36 IST,188,77.40,86.00,,,,
2019-11-17 22:49:54 IST,189,73.80,81.40,,,,
2019-11-17 22:50:13 IST,190,74.00,81.60,,,,
2019-11-17 22:50:31 IST,191,74.50,82.30,,,,
2019-11-17 22:50:52 IST,192,77.80,86.10,,,,
2019-11-17 22:51:10 IST,193,75.80,83.50,,,,
2019-11-17 22:51:29 IST,194,76.20,84.10,,,,
2019-11-17 22:51:47 IST,195,77.30,85.80,,,,
2019-11-17 22:52:07 IST,196,77.30,85.30,,,,
2019-11-17 22:52:26 IST,197,75.90,83.70,,,,
2019-11-17 22:52:44 IST,198,76.90,85.30,,,,
2019-11-17 22:53:05 IST,199,76.20,84.40,,,,
2019-11-17 22:53:23 IST,200,77.20,85.50,,,,
2019-11-17 22:53:42 IST,201,75.00,82.80,,,,
2019-11-17 22:54:03 IST,202,73.60,81.30,,,,
2019-11-17 22:54:21 IST,203,74.20,82.20,,,,
2019-11-17 22:54:39 IST,204,75.00,82.80,,,,
2019-11-17 22:54:58 IST,205,74.60,82.10,,,,
2019-11-17 22:55:17 IST,206,74.80,82.20,,,,
2019-11-17 22:55:36 IST,207,77.40,85.20,,,,
2019-11-17 22:55:55 IST,208,77.70,85.90,,,,
2019-11-17 22:56:13 IST,209,74.10,82.10,,,,
2019-11-17 22:56:31 IST,210,73.60,81.40,,,,
2019-11-17 22:56:50 IST,211,75.50,83.70,,,,
2019-11-17 22:57:08 IST,212,77.30,85.80,,,,
2019-11-17 22:57:26 IST,213,78.20,86.50,,,,
2019-11-17 22:57:44 IST,214,74.90,83.10,,,,
2019-11-17 22:58:03 IST,215,72.90,81.00,,,,
2019-11-17 22:58:21 IST,216,74.80,82.90,,,,
2019-11-17 22:58:39 IST,217,72.50,80.40,,,,
2019-11-17 22:58:58 IST,218,73.40,81.40,,,,
2019-11-17 22:59:16 IST,219,76.20,83.90,,,,
2019-11-17 22:59:34 IST,220,75.30,82.90,,,,
2019-11-17 22:59:53 IST,221,72.30,80.00,,,,
2019-11-17 23:00:11 IST,222,73.30,81.00,,,,
2019-11-17 23:00:29 IST,223,76.30,83.90,,,,
2019-11-17 23:00:48 IST,224,77.50,85.30,,,,
2019-11-17 23:01:06 IST,225,73.40,81.00,,,,
2019-11-17 23:01:24 IST,226,75.80,84.10,,,,
2019-11-17 23:01:42 IST,227,76.70,84.10,,,,
2019-11-17 23:02:01 IST,228,76.40,84.10,,,,
2019-11-17 23:02:19 IST,229,75.50,83.60,,,,
2019-11-17 23:02:38 IST,230,77.30,85.40,,,,
2019-11-17 23:02:58 IST,231,74.10,81.70,,,,
2019-11-17 23:03:17 IST,232,74.00,81.40,,,,
2019-11-17 23:03:35 IST,233,76.90,84.80,,,,
2019-11-17 23:03:54 IST,234,75.50,83.30,,,,
2019-11-17 23:04:12 IST,235,74.80,82.70,,,,
2019-11-17 23:04:33 IST,236,75.10,83.40,,,,
2019-11-17 23:04:51 IST,237,74.50,82.60,,,,
2019-11-17 23:05:10 IST,238,76.20,83.70,,,,
2019-11-17 23:05:28 IST,239,77.10,84.60,,,,
2019-11-17 23:05:47 IST,240,73.40,81.10,,,,
2019-11-17 23:06:06 IST,241,72.70,80.80,,,,
2019-11-17 23:06:24 IST,242,73.50,81.70,,,,
2019-11-17 23:07:08 IST,243,74.60,82.50,,,,
2019-11-17 23:07:28 IST,244,76.70,85.10,,,,
2019-11-17 23:07:46 IST,245,75.30,83.40,,,,
2019-11-17 23:08:04 IST,246,75.30,83.20,,,,
2019-11-17 23:08:23 IST,247,76.40,84.20,,,,
2019-11-17 23:08:41 IST,248,77.20,84.90,,,,
2019-11-17 23:09:00 IST,249,74.70,82.30,,,,
2019-11-17 23:09:18 IST,250,73.10,80.60,,,,
2019-11-17 23:09:36 IST,251,73.60,81.10,,,,
2019-11-17 23:09:54 IST,252,73.50,81.00,,,,
2019-11-17 23:10:15 IST,253,75.70,83.10,,,,
2019-11-17 23:10:34 IST,254,76.20,83.80,,,,
2019-11-17 23:10:53 IST,255,77.50,85.80,,,,
2019-11-17 23:11:11 IST,256,77.50,85.70,,,,
2019-11-17 23:11:29 IST,257,80.30,88.80,,,,
2019-11-17 23:11:49 IST,258,80.00,88.30,,,,
2019-11-17 23:12:10 IST,259,77.40,85.80,,,,
2019-11-17 23:12:40 IST,260,76.20,84.00,,,,
2019-11-17 23:12:58 IST,261,77.40,86.20,,,,
2019-11-17 23:13:17 IST,262,75.10,83.50,,,,
2019-11-17 23:13:35 IST,263,77.50,85.60,,,,
2019-11-17 23:13:53 IST,264,76.80,85.00,,,,
2019-11-17 23:14:12 IST,265,77.10,86.10,,,,
2019-11-17 23:14:30 IST,266,74.20,82.30,,,,
2019-11-17 23:14:48 IST,267,75.40,83.40,,,,
2019-11-17 23:15:15 IST,268,75.70,83.60,,,,
2019-11-17 23:15:41 IST,269,76.70,85.00,,,,
2019-11-17 23:15:59 IST,270,74.40,82.00,,,,
2019-11-17 23:16:44 IST,271,73.70,81.30,,,,
2019-11-17 23:17:11 IST,272,76.30,84.50,,,,
2019-11-17 23:17:29 IST,273,77.90,86.40,,,,
2019-11-17 23:17:48 IST,274,79.30,87.70,,,,
2019-11-17 23:18:06 IST,275,77.60,85.90,,,,
2019-11-17 23:18:24 IST,276,77.90,86.00,,,,
2019-11-17 23:18:42 IST,277,79.20,87.10,,,,
2019-11-17 23:19:01 IST,278,78.10,86.70,,,,
2019-11-17 23:19:19 IST,279,78.20,86.50,,,,
2019-11-17 23:19:40 IST,280,75.80,84.10,,,,
2019-11-17 23:19:59 IST,281,76.50,84.10,,,,
2019-11-17 23:20:18 IST,282,74.90,82.70,,,,
2019-11-17 23:20:36 IST,283,75.30,83.30,,,,
2019-11-17 23:20:54 IST,284,74.70,82.20,,,,
2019-11-17 23:21:13 IST,285,75.40,82.90,,,,
2019-11-17 23:21:31 IST,286,76.20,83.90,,,,
2019-11-17 23:21:49 IST,287,75.30,83.30,,,,
2019-11-17 23:22:08 IST,288,75.60,83.60,,,,
2019-11-17 23:22:26 IST,289,79.10,87.50,,,,
2019-11-17 23:22:44 IST,290,76.40,84.40,,,,
2019-11-17 23:23:02 IST,291,74.80,82.40,,,,
2019-11-17 23:23:20 IST,292,75.90,84.70,,,,
2019-11-17 23:23:39 IST,293,77.10,85.40,,,,
2019-11-17 23:23:57 IST,294,73.60,81.40,,,,
2019-11-17 23:24:15 IST,295,75.40,84.00,,,,
2019-11-17 23:24:33 IST,296,78.60,86.90,,,,
2019-11-17 23:24:57 IST,297,79.20,86.80,,,,
2019-11-17 23:25:15 IST,298,80.50,88.90,,,,
2019-11-17 23:25:34 IST,299,75.80,83.80,,,,
2019-11-17 23:25:52 IST,300,78.60,86.90,,,,
2019-11-17 23:26:10 IST,301,79.60,87.90,,,,
2019-11-17 23:26:29 IST,302,75.30,83.20,,,,
2019-11-17 23:26:47 IST,303,75.50,83.90,,,,
2019-11-17 23:27:05 IST,304,74.90,83.10,,,,
2019-11-17 23:27:23 IST,305,74.90,83.00,,,,
2019-11-17 23:27:42 IST,306,75.30,83.10,,,,
2019-11-17 23:28:00 IST,307,75.50,83.50,,,,
2019-11-17 23:28:18 IST,308,78.70,87.30,,,,
2019-11-17 23:28:38 IST,309,79.60,88.20,,,,
2019-11-17 23:28:56 IST,310,76.60,84.60,,,,
2019-11-17 23:29:14 IST,311,75.00,82.70,,,,
2019-11-17 23:29:32 IST,312,73.10,80.40,,,,
2019-11-17 23:29:51 IST,313,75.30,82.80,,,,
2019-11-17 23:30:12 IST,314,76.10,84.00,,,,
2019-11-17 23:30:31 IST,315,76.00,83.40,,,,
2019-11-17 23:30:49 IST,316,80.30,88.90,,,,
2019-11-17 23:31:07 IST,317,80.70,88.90,,,,
2019-11-17 23:31:26 IST,318,76.20,83.50,,,,
2019-11-17 23:31:44 IST,319,75.10,82.80,,,,
2019-11-17 23:32:02 IST,320,76.80,84.80,,,,
2019-11-17 23:32:20 IST,321,75.80,83.70,,,,
2019-11-17 23:32:39 IST,322,74.10,82.00,,,,
2019-11-17 23:32:57 IST,323,74.40,82.70,,,,
2019-11-17 23:33:15 IST,324,77.40,85.70,,,,
2019-11-17 23:33:34 IST,325,76.60,84.70,,,,
2019-11-17 23:33:55 IST,326,76.00,83.80,,,,
2019-11-17 23:34:15 IST,327,75.30,83.20,,,,
2019-11-17 23:34:33 IST,328,78.00,86.40,,,,
2019-11-17 23:34:52 IST,329,79.30,87.50,,,,
2019-11-17 23:35:10 IST,330,74.90,82.40,,,,
2019-11-17 23:35:29 IST,331,74.90,82.80,,,,
2019-11-17 23:35:47 IST,332,75.20,83.10,,,,
2019-11-17 23:36:05 IST,333,75.60,83.20,,,,
2019-11-17 23:36:23 IST,334,73.90,82.10,,,,
2019-11-17 23:36:42 IST,335,74.10,82.30,,,,
2019-11-17 23:37:00 IST,336,73.70,81.20,,,,
2019-11-17 23:37:19 IST,337,73.60,81.60,,,,
2019-11-17 23:37:37 IST,338,74.10,81.70,,,,
2019-11-17 23:37:56 IST,339,75.40,83.00,,,,
2019-11-17 23:38:14 IST,340,79.70,88.00,,,,
2019-11-17 23:38:32 IST,341,77.70,85.50,,,,
2019-11-17 23:38:51 IST,342,75.60,83.10,,,,
2019-11-17 23:39:10 IST,343,77.70,85.60,,,,
2019-11-17 23:39:28 IST,344,78.30,86.40,,,,
2019-11-17 23:39:47 IST,345,76.10,84.00,,,,
2019-11-17 23:40:05 IST,346,77.40,85.80,,,,
2019-11-17 23:40:23 IST,347,76.20,83.80,,,,
2019-11-17 23:40:43 IST,348,75.40,83.10,,,,
2019-11-17 23:41:01 IST,349,73.10,80.70,,,,
2019-11-17 23:41:19 IST,350,71.50,78.90,,,,
2019-11-17 23:41:37 IST,351,73.50,81.10,,,,
2019-11-17 23:41:56 IST,352,79.30,87.10,,,,
2019-11-17 23:42:14 IST,353,78.70,87.00,,,,
2019-11-17 23:42:33 IST,354,75.20,82.70,,,,
2019-11-17 23:42:51 IST,355,73.30,80.80,,,,
2019-11-17 23:43:10 IST,356,76.50,84.60,,,,
2019-11-17 23:43:28 IST,357,76.40,84.30,,,,
2019-11-17 23:43:46 IST,358,77.30,85.30,,,,
2019-11-17 23:44:04 IST,359,76.20,84.30,,,,
2019-11-17 23:44:23 IST,360,75.70,83.60,,,,
2019-11-17 23:44:41 IST,361,77.70,85.60,,,,
2019-11-17 23:44:59 IST,362,79.70,88.20,,,,
2019-11-17 23:45:18 IST,363,76.50,84.60,,,,
2019-11-17 23:45:36 IST,364,77.10,84.90,,,,
2019-11-17 23:45:54 IST,365,77.40,85.40,,,,
2019-11-17 23:46:12 IST,366,78.40,86.80,,,,
2019-11-17 23:46:31 IST,367,78.20,86.40,,,,
2019-11-17 23:46:49 IST,368,78.80,87.20,,,,
2019-11-17 23:47:07 IST,369,75.80,83.70,,,,
2019-11-17 23:47:26 IST,370,74.20,81.90,,,,
2019-11-17 23:47:44 IST,371,78.90,87.10,,,,
2019-11-17 23:48:02 IST,372,79.60,87.90,,,,
2019-11-17 23:48:20 IST,373,77.00,85.20,,,,
2019-11-17 23:48:39 IST,374,74.50,82.40,,,,
2019-11-17 23:49:00 IST,375,75.50,83.40,,,,
2019-11-17 23:49:18 IST,376,75.30,83.20,,,,
2019-11-17 23:49:36 IST,377,75.30,83.00,,,,
2019-11-17 23:49:55 IST,378,77.20,85.10,,,,
2019-11-17 23:50:13 IST,379,75.70,83.60,,,,
2019-11-17 23:50:31 IST,380,77.60,85.60,,,,
2019-11-17 23:50:50 IST,381,77.90,86.50,,,,
2019-11-17 23:51:08 IST,382,75.30,83.10,,,,
2019-11-17 23:51:27 IST,383,74.00,81.90,,,,
2019-11-17 23:51:45 IST,384,72.40,80.30,,,,
2019-11-17 23:52:03 IST,385,74.20,82.30,,,,
2019-11-17 23:52:22 IST,386,79.70,87.60,,,,
2019-11-17 23:52:40 IST,387,80.10,88.10,,,,
2019-11-17 23:52:59 IST,388,74.40,81.80,,,,
2019-11-17 23:53:17 IST,389,74.20,81.90,,,,
2019-11-17 23:53:35 IST,390,75.60,83.70,,,,
2019-11-17 23:53:53 IST,391,73.50,81.50,,,,
2019-11-17 23:54:11 IST,392,73.30,81.60,,,,
2019-11-17 23:54:29 IST,393,73.50,81.20,,,,
2019-11-17 23:54:47 IST,394,72.60,79.90,,,,
2019-11-17 23:55:06 IST,395,73.30,81.00,,,,
2019-11-17 23:55:23 IST,396,78.10,86.30,,,,
2019-11-17 23:55:41 IST,397,76.20,84.00,,,,
2019-11-17 23:56:00 IST,398,75.30,82.80,,,,
2019-11-17 23:56:18 IST,399,75.30,82.70,,,,
2019-11-17 23:56:36 IST,400,75.80,83.10,,,,
2019-11-17 23:56:55 IST,401,75.40,83.00,,,,
2019-11-17 23:57:13 IST,402,76.70,85.10,,,,
2019-11-17 23:57:31 IST,403,75.70,84.30,,,,
2019-11-17 23:57:50 IST,404,76.70,85.00,,,,
2019-11-17 23:58:08 IST,405,75.70,83.50,,,,
2019-11-17 23:58:27 IST,406,76.40,84.10,,,,
2019-11-17 23:58:46 IST,407,74.10,81.50,,,,
2019-11-17 23:59:05 IST,408,76.20,84.40,,,,
2019-11-17 23:59:26 IST,409,75.50,83.50,,,,
2019-11-17 23:59:45 IST,410,77.60,85.90,,,,
2019-11-18 00:00:03 IST,411,76.30,84.40,,,,
2019-11-18 00:00:21 IST,412,77.00,85.20,,,,
2019-11-18 00:00:40 IST,413,77.00,85.20,,,,
2019-11-18 00:00:58 IST,414,75.60,83.10,,,,
2019-11-18 00:01:16 IST,415,74.80,82.50,,,,
2019-11-18 00:01:36 IST,416,73.40,81.20,,,,
2019-11-18 00:01:54 IST,417,72.40,80.10,,,,
2019-11-18 00:02:14 IST,418,74.30,82.10,,,,
2019-11-18 00:02:32 IST,419,75.80,83.30,,,,
2019-11-18 00:02:51 IST,420,80.50,88.80,,,,
2019-11-18 00:03:09 IST,421,79.50,87.40,,,,
2019-11-18 00:03:27 IST,422,78.40,85.90,,,,
2019-11-18 00:03:46 IST,423,78.60,86.40,,,,
2019-11-18 00:04:04 IST,424,80.20,88.50,,,,
2019-11-18 00:04:23 IST,425,76.90,84.70,,,,
2019-11-18 00:04:41 IST,426,74.90,82.60,,,,
2019-11-18 00:05:00 IST,427,78.00,86.40,,,,
2019-11-18 00:05:19 IST,428,78.40,86.50,,,,
2019-11-18 00:05:37 IST,429,76.30,84.60,,,,
2019-11-18 00:05:56 IST,430,77.10,85.30,,,,
2019-11-18 00:06:14 IST,431,79.50,88.00,,,,
2019-11-18 00:06:35 IST,432,76.90,84.90,,,,
2019-11-18 00:06:53 IST,433,75.80,83.80,,,,
2019-11-18 00:07:12 IST,434,76.00,83.60,,,,
2019-11-18 00:07:30 IST,435,76.10,83.80,,,,
2019-11-18 00:07:49 IST,436,75.30,82.90,,,,
2019-11-18 00:08:07 IST,437,74.10,81.60,,,,
2019-11-18 00:08:25 IST,438,75.80,83.70,,,,
2019-11-18 00:08:43 IST,439,78.40,86.80,,,,
2019-11-18 00:09:02 IST,440,75.30,83.10,,,,
2019-11-18 00:09:20 IST,441,75.30,83.10,,,,
2019-11-18 00:09:38 IST,442,75.60,83.40,,,,
2019-11-18 00:09:56 IST,443,77.60,85.50,,,,
2019-11-18 00:10:15 IST,444,77.20,85.50,,,,
2019-11-18 00:10:33 IST,445,75.30,83.50,,,,
2019-11-18 00:10:51 IST,446,75.40,83.20,,,,
2019-11-18 00:11:10 IST,447,76.00,83.90,,,,
2019-11-18 00:11:28 IST,448,76.20,84.00,,,,
2019-11-18 00:11:46 IST,449,75.80,83.30,,,,
2019-11-18 00:12:04 IST,450,77.20,85.10,,,,
2019-11-18 00:12:23 IST,451,74.40,82.30,,,,
2019-11-18 00:12:41 IST,452,76.10,84.00,,,,
2019-11-18 00:12:59 IST,453,77.20,85.40,,,,
2019-11-18 00:13:18 IST,454,73.90,81.50,,,,
2019-11-18 00:13:36 IST,455,74.10,81.70,,,,
2019-11-18 00:13:54 IST,456,75.10,83.00,,,,
2019-11-18 00:14:13 IST,457,76.20,84.20,,,,
2019-11-18 00:14:31 IST,458,75.60,83.60,,,,
2019-11-18 00:14:49 IST,459,74.80,82.30,,,,
2019-11-18 00:15:08 IST,460,77.20,85.30,,,,
2019-11-18 00:15:26 IST,461,78.30,86.80,,,,
2019-11-18 00:15:44 IST,462,78.50,87.10,,,,
2019-11-18 00:16:03 IST,463,77.90,86.20,,,,
2019-11-18 00:16:21 IST,464,75.10,82.90,,,,
